student_id,semantic_fatigue_score,help_seeking_drop_pct,forum_sentiment,lms_logins,assignment_delay_days,peer_contagion_risk,final_burnout_score,risk_stage
354,0.481,26.1,-0.11,8,5.5,11.47,41.2,Stage 2: Drifting
355,0.304,9.2,0.16,9,0.6,9.03,21.4,Stage 1: Stable
356,0.069,57.8,0.39,13,0.0,13.36,25.2,Stage 1: Stable
357,0.498,88.5,0.57,8,0.4,9.22,43.6,Stage 2: Drifting
358,0.072,73.5,-0.13,10,1.4,8.97,43.6,Stage 2: Drifting
359,0.596,11.7,0.46,8,2.1,11.3,30.6,Stage 1: Stable
360,0.256,89.8,0.64,9,0.0,9.85,36.3,Stage 2: Drifting
361,0.286,46.4,0.76,10,0.4,18.41,34.8,Stage 1: Stable
362,0.321,98.4,-0.08,9,0.1,8.6,54.2,Stage 2: Drifting
363,0.313,61.4,0.24,9,3.4,12.96,44.9,Stage 2: Drifting
364,0.131,32.8,-0.7,7,1.3,11.43,32.0,Stage 1: Stable
365,0.458,80.8,-0.21,10,5.4,10.06,63.8,Stage 2: Drifting
366,0.417,3.3,0.22,10,0.4,10.58,26.7,Stage 1: Stable
367,0.282,6.8,-0.48,12,0.9,11.27,34.1,Stage 1: Stable
368,0.156,61.2,-0.17,9,0.2,12.41,37.4,Stage 2: Drifting
369,0.263,7.0,-0.6,10,1.4,13.27,34.4,Stage 1: Stable
370,0.189,40.3,0.35,13,2.3,8.72,31.6,Stage 1: Stable
371,0.566,83.3,0.6,9,4.9,9.28,55.9,Stage 2: Drifting
372,0.29,30.8,0.61,11,0.1,7.47,26.1,Stage 1: Stable
373,0.573,80.5,-0.06,13,9.3,7.1,71.0,Stage 3: High Risk
374,0.216,12.0,0.54,16,1.9,11.72,29.7,Stage 1: Stable
375,0.245,16.0,-0.15,5,0.2,7.9,26.6,Stage 1: Stable
376,0.069,23.4,0.83,20,0.5,10.99,3.2,Stage 1: Stable
377,0.186,39.3,0.04,8,1.8,15.26,33.9,Stage 1: Stable
378,0.2,70.9,0.22,8,0.9,8.29,27.1,Stage 1: Stable
379,0.169,80.6,-0.35,5,0.8,10.87,42.0,Stage 2: Drifting
380,0.537,39.5,-0.19,10,1.7,11.91,43.3,Stage 2: Drifting
381,0.288,26.8,-0.58,12,0.1,10.26,37.3,Stage 2: Drifting
382,0.086,26.0,0.3,8,1.1,10.02,17.4,Stage 1: Stable
383,0.523,82.4,-0.55,12,2.2,10.83,68.1,Stage 2: Drifting
384,0.156,28.9,0.91,10,1.1,12.25,15.3,Stage 1: Stable
385,0.071,20.2,0.09,13,3.0,9.95,21.8,Stage 1: Stable
386,0.44,25.3,-0.34,14,0.3,9.65,28.2,Stage 1: Stable
387,0.143,60.3,0.37,9,2.9,12.92,44.6,Stage 2: Drifting
388,0.654,74.7,0.38,7,0.3,9.92,56.7,Stage 2: Drifting
389,0.391,34.1,0.39,8,0.0,12.1,29.5,Stage 1: Stable
390,0.373,17.5,0.96,8,6.7,11.83,24.7,Stage 1: Stable
391,0.317,9.0,-0.83,15,0.3,8.42,28.5,Stage 1: Stable
392,0.399,90.0,-0.93,13,2.3,13.56,67.6,Stage 2: Drifting
393,0.225,21.8,0.59,11,2.6,9.27,18.7,Stage 1: Stable
394,0.407,13.5,0.97,15,0.2,10.99,29.7,Stage 1: Stable
395,0.573,0.0,-0.46,7,1.6,11.31,45.4,Stage 2: Drifting
396,0.459,8.5,0.28,10,1.9,9.19,17.8,Stage 1: Stable
397,0.112,9.7,0.71,11,0.8,10.87,5.9,Stage 1: Stable
398,0.008,31.5,-0.47,6,0.3,11.04,28.4,Stage 1: Stable
399,0.443,87.3,0.88,11,0.1,12.47,38.0,Stage 2: Drifting
400,0.134,19.6,-0.51,5,1.8,9.7,29.2,Stage 1: Stable
401,0.14,58.6,-0.77,11,0.1,13.23,43.0,Stage 2: Drifting
402,0.43,61.4,0.42,11,0.9,12.67,41.4,Stage 2: Drifting
403,0.089,55.6,0.35,12,2.3,11.4,36.9,Stage 2: Drifting
404,0.252,93.5,0.8,7,1.8,14.89,55.2,Stage 2: Drifting
405,0.222,50.6,0.23,8,0.2,9.59,31.5,Stage 1: Stable
406,0.282,44.2,-0.68,11,3.4,6.0,35.3,Stage 2: Drifting
407,0.245,47.7,0.73,9,0.3,9.85,25.6,Stage 1: Stable
408,0.473,5.9,-0.36,10,4.1,11.56,36.4,Stage 2: Drifting
409,0.033,7.9,0.43,9,0.3,10.93,20.6,Stage 1: Stable
410,0.152,94.0,-0.69,13,3.5,7.55,57.7,Stage 2: Drifting
411,0.342,78.3,0.1,6,7.1,9.13,58.1,Stage 2: Drifting
412,0.214,93.6,-1.0,12,3.3,13.2,70.2,Stage 3: High Risk
413,0.131,64.4,-0.28,9,1.2,12.11,40.3,Stage 2: Drifting
414,0.208,35.3,0.21,13,3.5,9.76,37.8,Stage 2: Drifting
415,0.389,95.8,1.0,7,1.7,10.52,40.1,Stage 2: Drifting
416,0.383,52.3,-0.31,7,0.2,12.06,47.5,Stage 2: Drifting
417,0.113,38.7,-0.06,10,1.0,10.69,36.3,Stage 2: Drifting
418,0.181,7.1,-0.59,11,4.2,10.89,28.6,Stage 1: Stable
419,0.34,4.4,0.09,11,5.8,14.49,38.4,Stage 2: Drifting
420,0.111,12.7,-0.11,6,0.6,13.28,24.8,Stage 1: Stable
421,0.299,55.5,0.58,9,1.1,13.15,29.8,Stage 1: Stable
422,0.598,95.7,-0.26,11,0.8,11.67,55.6,Stage 2: Drifting
423,0.11,79.8,0.26,4,0.9,13.01,34.9,Stage 1: Stable
424,0.541,39.9,0.03,7,0.8,8.06,37.4,Stage 2: Drifting
425,0.104,80.4,-0.4,9,1.0,11.75,47.1,Stage 2: Drifting
426,0.442,15.9,0.81,7,2.2,10.81,23.2,Stage 1: Stable
427,0.015,57.6,-0.05,10,0.5,11.27,40.2,Stage 2: Drifting
428,0.103,56.4,-0.08,7,1.7,10.33,39.7,Stage 2: Drifting
429,0.285,13.3,-0.27,11,0.7,9.96,28.8,Stage 1: Stable
430,0.17,2.4,-0.02,6,0.2,13.76,18.0,Stage 1: Stable
431,0.217,89.7,0.11,13,2.8,9.65,47.9,Stage 2: Drifting
432,0.589,19.9,0.14,7,1.6,13.9,44.8,Stage 2: Drifting
433,0.035,8.8,0.04,7,1.0,12.33,22.2,Stage 1: Stable
434,0.063,2.0,0.3,10,2.2,8.87,17.3,Stage 1: Stable
435,0.316,28.7,0.17,7,0.3,9.5,25.0,Stage 1: Stable
436,0.116,75.8,0.0,13,1.1,10.69,36.5,Stage 2: Drifting
437,0.33,76.6,-0.49,12,1.7,10.66,44.7,Stage 2: Drifting
438,0.459,64.5,0.02,12,1.0,15.06,52.6,Stage 2: Drifting
439,0.191,37.0,0.21,14,6.3,11.22,30.9,Stage 1: Stable
440,0.357,10.9,-0.09,7,3.3,8.18,29.6,Stage 1: Stable
441,0.161,76.5,0.22,8,2.1,12.33,40.0,Stage 2: Drifting
442,0.171,86.1,-0.36,8,2.8,8.51,49.8,Stage 2: Drifting
443,0.437,74.2,-0.57,14,0.1,11.95,59.1,Stage 2: Drifting
444,0.277,16.8,-0.04,14,0.4,8.85,30.2,Stage 1: Stable
445,0.155,82.9,0.27,12,0.9,11.03,43.2,Stage 2: Drifting
446,0.459,88.6,0.17,12,0.6,10.14,46.2,Stage 2: Drifting
447,0.504,1.1,0.21,9,0.8,14.99,29.8,Stage 1: Stable
448,0.192,50.8,-0.08,7,2.2,7.58,29.4,Stage 1: Stable
449,0.036,19.6,0.25,9,0.6,10.72,13.1,Stage 1: Stable
450,0.695,99.6,0.07,9,0.8,9.96,64.0,Stage 2: Drifting
451,0.101,84.4,-0.36,6,2.6,13.42,45.7,Stage 2: Drifting
452,0.462,34.9,-0.09,9,2.5,13.81,41.8,Stage 2: Drifting
453,0.29,44.4,0.05,13,1.5,11.46,30.6,Stage 1: Stable
454,0.079,23.5,-0.26,13,0.7,11.49,28.2,Stage 1: Stable
455,0.394,41.7,-0.66,9,4.7,11.39,50.0,Stage 2: Drifting
456,0.036,6.0,-0.53,8,3.1,10.41,13.7,Stage 1: Stable
457,0.176,90.9,0.16,7,1.6,12.36,54.7,Stage 2: Drifting
458,0.399,1.3,0.78,7,0.7,10.96,21.9,Stage 1: Stable
459,0.201,69.1,-1.0,6,1.4,9.44,40.1,Stage 2: Drifting
460,0.286,54.7,-0.11,9,0.6,9.32,40.3,Stage 2: Drifting
461,0.167,17.9,0.21,6,0.2,12.7,29.0,Stage 1: Stable
462,0.241,62.8,-0.19,13,0.8,10.52,39.1,Stage 2: Drifting
463,0.362,59.6,0.66,13,0.3,14.7,38.2,Stage 2: Drifting
464,0.232,60.1,-0.49,13,1.3,9.74,40.6,Stage 2: Drifting
465,0.514,2.5,0.4,12,0.1,10.39,25.4,Stage 1: Stable
466,0.067,14.7,-0.27,15,1.3,9.17,26.0,Stage 1: Stable
467,0.19,96.6,-0.11,7,1.6,12.35,45.3,Stage 2: Drifting
468,0.206,16.6,-0.12,9,0.8,12.11,22.6,Stage 1: Stable
469,0.294,5.0,0.75,7,0.5,10.57,14.9,Stage 1: Stable
470,0.292,96.2,-0.29,11,3.3,10.16,58.8,Stage 2: Drifting
471,0.003,79.4,-0.11,16,2.7,12.17,44.6,Stage 2: Drifting
472,0.292,40.2,-0.28,12,2.0,8.97,35.6,Stage 2: Drifting
473,0.514,29.2,0.81,12,0.5,13.24,25.9,Stage 1: Stable
474,0.207,52.5,-0.51,9,0.5,11.5,44.5,Stage 2: Drifting
475,0.317,55.1,-0.59,6,1.8,12.2,41.7,Stage 2: Drifting
476,0.322,34.2,-0.29,15,0.8,10.42,32.3,Stage 1: Stable
477,0.499,85.5,0.75,8,0.2,9.17,42.7,Stage 2: Drifting
478,0.303,16.5,0.16,11,0.5,14.02,29.9,Stage 1: Stable
479,0.464,66.7,-0.94,10,0.1,12.47,54.5,Stage 2: Drifting
480,0.154,56.4,-0.58,9,7.0,10.14,55.2,Stage 2: Drifting
481,0.308,19.2,0.06,12,1.8,11.64,35.9,Stage 2: Drifting
482,0.79,19.8,-0.26,5,2.1,9.49,42.8,Stage 2: Drifting
483,0.297,93.3,-0.85,15,0.8,11.9,60.9,Stage 2: Drifting
484,0.123,8.5,0.18,11,1.3,11.13,19.4,Stage 1: Stable
485,0.164,24.0,0.01,13,1.7,8.78,22.5,Stage 1: Stable
486,0.087,26.2,-0.29,9,1.2,14.99,21.2,Stage 1: Stable
487,0.332,10.7,-0.39,11,0.7,10.82,31.1,Stage 1: Stable
488,0.343,28.2,-1.0,15,1.6,9.59,48.0,Stage 2: Drifting
489,0.257,51.5,-0.05,11,2.3,11.8,45.5,Stage 2: Drifting
490,0.444,76.6,0.1,9,2.1,11.45,49.2,Stage 2: Drifting
491,0.232,20.2,0.09,12,0.4,11.16,20.7,Stage 1: Stable
492,0.501,4.0,-0.07,8,0.3,12.29,25.3,Stage 1: Stable
493,0.251,56.5,0.66,14,1.5,4.76,10.7,Stage 1: Stable
494,0.155,93.5,-0.19,12,5.6,11.85,55.7,Stage 2: Drifting
495,0.23,92.9,0.3,12,1.0,13.21,60.8,Stage 2: Drifting
496,0.11,37.7,0.44,13,4.1,7.27,32.0,Stage 1: Stable
497,0.259,60.8,0.81,7,0.7,11.84,26.2,Stage 1: Stable
498,0.247,5.7,-0.52,6,2.2,10.6,26.8,Stage 1: Stable
499,0.597,0.7,0.54,12,3.2,10.85,27.4,Stage 1: Stable
500,0.651,96.7,-1.0,12,4.0,9.55,86.2,Stage 3: High Risk
501,0.158,87.8,0.26,10,7.1,10.87,64.6,Stage 2: Drifting
502,0.215,30.5,-0.92,7,0.7,10.05,36.7,Stage 2: Drifting
503,0.145,33.3,-0.09,10,8.2,18.17,51.1,Stage 2: Drifting
504,0.311,18.4,-0.25,2,3.0,12.53,38.5,Stage 2: Drifting
505,0.367,2.7,0.2,9,1.3,9.9,22.3,Stage 1: Stable
506,0.214,96.2,-0.78,10,0.7,9.62,55.5,Stage 2: Drifting
507,0.049,99.9,0.06,5,1.2,9.69,43.2,Stage 2: Drifting
508,0.244,30.3,-0.56,8,4.8,13.8,47.8,Stage 2: Drifting
509,0.214,69.3,0.16,10,0.4,12.86,29.2,Stage 1: Stable
510,0.177,54.4,0.08,9,0.4,10.05,29.3,Stage 1: Stable
511,0.647,48.4,-0.96,13,0.8,12.2,51.4,Stage 2: Drifting
512,0.138,26.1,-1.0,14,1.7,12.31,45.6,Stage 2: Drifting
513,0.218,9.2,0.31,10,4.0,12.63,22.9,Stage 1: Stable
514,0.412,32.1,0.98,8,0.1,9.26,13.9,Stage 1: Stable
515,0.502,49.1,-0.61,8,0.7,8.07,36.4,Stage 2: Drifting
516,0.223,98.3,0.39,12,0.2,11.92,46.9,Stage 2: Drifting
517,0.108,21.1,-0.33,14,3.7,11.64,27.3,Stage 1: Stable
518,0.085,7.3,-0.28,11,0.3,12.59,20.1,Stage 1: Stable
519,0.156,70.4,-0.34,7,1.0,11.06,50.2,Stage 2: Drifting
520,0.132,26.7,0.77,9,0.8,11.08,18.9,Stage 1: Stable
521,0.48,76.6,-0.46,8,0.7,11.75,52.6,Stage 2: Drifting
522,0.563,22.5,0.54,15,2.8,7.99,25.9,Stage 1: Stable
523,0.526,57.9,-0.88,15,2.0,9.47,57.6,Stage 2: Drifting
524,0.168,31.0,0.01,8,1.2,9.68,25.7,Stage 1: Stable
525,0.118,80.8,0.16,13,2.1,12.55,45.8,Stage 2: Drifting
526,0.209,52.9,0.05,5,0.7,11.68,22.8,Stage 1: Stable
527,0.187,16.3,-0.39,5,4.2,13.12,41.6,Stage 2: Drifting
528,0.009,86.8,0.21,4,0.1,15.22,31.0,Stage 1: Stable
529,0.48,94.3,-0.31,11,2.5,10.93,59.3,Stage 2: Drifting
530,0.37,34.1,0.16,11,0.3,7.06,34.3,Stage 1: Stable
531,0.289,82.6,-0.04,12,0.1,9.63,32.5,Stage 1: Stable
532,0.371,31.2,-0.37,10,2.3,11.73,40.1,Stage 2: Drifting
533,0.378,12.5,0.46,11,1.8,9.32,22.0,Stage 1: Stable
534,0.166,82.1,-0.23,7,0.4,12.28,44.9,Stage 2: Drifting
535,0.082,54.6,0.59,5,1.7,15.93,34.1,Stage 1: Stable
536,0.231,58.8,0.05,13,0.9,13.09,39.1,Stage 2: Drifting
537,0.135,74.2,0.7,12,0.9,13.57,28.0,Stage 1: Stable
538,0.349,18.4,0.93,14,2.8,8.9,21.7,Stage 1: Stable
539,0.358,95.8,-0.68,6,1.4,14.46,63.5,Stage 2: Drifting
540,0.392,14.7,-0.62,6,1.8,6.07,31.7,Stage 1: Stable
541,0.425,98.4,-0.93,8,0.9,11.45,75.2,Stage 3: High Risk
542,0.058,89.6,0.15,15,6.9,13.58,61.2,Stage 2: Drifting
543,0.15,18.8,0.19,8,0.3,9.3,27.3,Stage 1: Stable
544,0.328,13.0,-0.57,5,5.1,10.54,41.9,Stage 2: Drifting
545,0.231,67.7,-0.63,12,0.6,9.53,53.2,Stage 2: Drifting
546,0.309,83.2,0.55,12,3.2,10.17,41.1,Stage 2: Drifting
547,0.431,63.1,0.04,9,0.7,13.23,44.2,Stage 2: Drifting
548,0.266,26.8,0.12,12,2.5,8.37,25.3,Stage 1: Stable
549,0.245,82.3,-0.71,7,1.0,3.05,41.8,Stage 2: Drifting
550,0.128,27.0,-0.34,15,3.2,10.98,32.9,Stage 1: Stable
551,0.179,27.2,-0.42,13,0.2,13.04,32.2,Stage 1: Stable
552,0.137,5.7,0.42,6,5.3,8.86,23.3,Stage 1: Stable
553,0.451,73.2,-0.23,11,0.9,10.97,59.3,Stage 2: Drifting
554,0.119,43.2,0.08,13,4.4,16.09,33.0,Stage 1: Stable
555,0.701,14.4,-0.17,7,0.8,10.18,32.8,Stage 1: Stable
556,0.218,0.9,-0.26,9,0.0,10.76,7.9,Stage 1: Stable
557,0.58,23.3,0.18,7,2.0,14.66,37.1,Stage 2: Drifting
558,0.653,66.9,-0.27,9,0.5,11.74,52.9,Stage 2: Drifting
559,0.534,45.1,0.32,10,1.2,11.76,37.0,Stage 2: Drifting
560,0.533,53.3,0.31,11,0.3,6.52,30.3,Stage 1: Stable
561,0.167,77.8,-0.28,9,2.5,8.44,45.1,Stage 2: Drifting
562,0.27,66.6,0.02,8,0.2,11.91,38.3,Stage 2: Drifting
563,0.074,67.3,0.43,4,0.6,11.92,26.8,Stage 1: Stable
564,0.189,21.2,-0.35,7,1.1,8.23,26.7,Stage 1: Stable
565,0.171,82.5,-0.1,13,0.1,9.33,37.5,Stage 2: Drifting
566,0.334,81.1,-0.72,9,1.3,12.63,62.6,Stage 2: Drifting
567,0.286,85.0,0.04,3,1.5,11.62,47.5,Stage 2: Drifting
568,0.202,82.3,0.06,10,0.1,11.11,39.7,Stage 2: Drifting
569,0.141,14.9,-0.52,14,0.3,7.96,23.8,Stage 1: Stable
570,0.427,25.3,0.02,9,0.3,9.88,20.7,Stage 1: Stable
571,0.355,85.3,-0.12,14,2.5,7.75,56.2,Stage 2: Drifting
572,0.36,23.4,0.64,11,2.5,10.38,30.7,Stage 1: Stable
573,0.219,16.1,0.51,5,3.4,11.54,20.6,Stage 1: Stable
574,0.32,39.4,0.01,14,1.3,5.02,23.3,Stage 1: Stable
575,0.45,33.3,1.0,7,1.3,10.93,18.2,Stage 1: Stable
576,0.24,30.5,-0.2,6,0.7,13.85,26.6,Stage 1: Stable
577,0.268,35.7,0.25,9,0.6,12.38,21.3,Stage 1: Stable
578,0.329,2.1,0.33,9,0.8,9.36,11.0,Stage 1: Stable
579,0.076,85.3,0.15,8,0.8,14.18,28.9,Stage 1: Stable
580,0.24,8.2,-0.09,16,0.6,8.95,18.9,Stage 1: Stable
581,0.294,67.2,0.29,10,0.3,15.63,41.6,Stage 2: Drifting
582,0.24,7.7,-0.33,11,1.3,11.89,33.7,Stage 1: Stable
583,0.168,16.8,-1.0,11,0.1,10.11,38.5,Stage 2: Drifting
584,0.527,83.6,0.47,6,0.6,11.54,45.2,Stage 2: Drifting
585,0.121,98.7,0.07,10,1.6,10.28,44.7,Stage 2: Drifting
586,0.237,21.0,-0.51,13,0.3,10.1,34.7,Stage 1: Stable
587,0.423,93.7,-0.43,7,2.4,13.12,60.8,Stage 2: Drifting
588,0.313,94.8,0.32,7,1.0,13.96,51.5,Stage 2: Drifting
589,0.329,35.1,0.34,6,0.9,12.87,28.7,Stage 1: Stable
590,0.293,36.7,0.46,5,0.3,15.68,31.6,Stage 1: Stable
591,0.705,17.4,0.53,11,4.0,8.27,37.8,Stage 2: Drifting
592,0.117,60.7,0.15,12,1.2,10.04,30.9,Stage 1: Stable
593,0.281,55.0,0.77,14,0.3,10.86,34.0,Stage 1: Stable
594,0.433,9.7,0.61,8,0.9,9.43,16.7,Stage 1: Stable
595,0.453,36.5,-0.19,13,2.9,10.68,43.5,Stage 2: Drifting
596,0.298,43.2,-0.69,6,6.1,13.41,63.4,Stage 2: Drifting
597,0.431,8.3,-0.47,13,1.3,16.43,40.7,Stage 2: Drifting
598,0.56,36.7,-1.0,10,0.9,13.54,49.6,Stage 2: Drifting
599,0.527,93.3,0.28,11,1.9,15.08,61.6,Stage 2: Drifting
600,0.769,19.3,0.34,17,1.3,9.14,49.3,Stage 2: Drifting
601,0.179,74.5,-0.21,10,0.6,8.04,39.3,Stage 2: Drifting
602,0.136,7.3,0.24,11,0.0,11.45,19.2,Stage 1: Stable
603,0.182,96.8,-1.0,4,0.5,10.02,56.1,Stage 2: Drifting
604,0.34,16.4,-0.62,10,2.2,12.67,39.8,Stage 2: Drifting
605,0.361,3.9,0.37,11,0.1,11.32,19.5,Stage 1: Stable
606,0.181,74.3,-0.34,8,0.2,9.45,35.9,Stage 2: Drifting
607,0.552,27.8,-1.0,9,2.3,13.11,54.8,Stage 2: Drifting
608,0.231,88.9,-0.14,8,1.4,9.05,40.7,Stage 2: Drifting
609,0.452,42.5,0.37,13,8.9,12.74,51.6,Stage 2: Drifting
610,0.357,76.7,-0.11,8,2.6,7.63,57.2,Stage 2: Drifting
611,0.484,11.5,0.04,8,2.6,12.18,34.6,Stage 1: Stable
612,0.082,48.4,1.0,4,3.7,11.42,19.6,Stage 1: Stable
613,0.39,40.6,-0.06,8,5.9,11.52,49.0,Stage 2: Drifting
614,0.282,76.6,0.03,11,2.1,12.3,44.9,Stage 2: Drifting
615,0.205,12.7,-0.24,11,0.4,10.35,24.0,Stage 1: Stable
616,0.633,71.5,0.26,11,1.1,4.26,38.4,Stage 2: Drifting
617,0.305,78.0,-0.14,5,3.0,9.16,53.0,Stage 2: Drifting
618,0.225,78.3,0.42,10,3.7,14.17,48.2,Stage 2: Drifting
619,0.245,18.7,0.52,10,5.2,11.44,24.6,Stage 1: Stable
620,0.213,88.8,-0.11,10,0.4,11.93,48.6,Stage 2: Drifting
621,0.472,50.3,-0.09,8,1.8,11.74,55.2,Stage 2: Drifting
622,0.082,5.3,0.49,7,0.4,11.03,7.0,Stage 1: Stable
623,0.1,56.0,-0.65,11,0.2,11.08,41.6,Stage 2: Drifting
624,0.044,27.1,-0.22,9,4.3,10.39,32.7,Stage 1: Stable
625,0.369,4.9,0.28,9,1.0,14.82,28.6,Stage 1: Stable
626,0.248,25.2,0.46,15,1.5,9.27,27.2,Stage 1: Stable
627,0.036,11.7,0.05,16,4.1,12.92,23.8,Stage 1: Stable
628,0.105,37.1,-0.25,10,0.2,8.13,26.1,Stage 1: Stable
629,0.534,17.2,0.3,10,1.1,12.21,33.1,Stage 1: Stable
630,0.376,33.8,1.0,15,0.2,10.43,17.6,Stage 1: Stable
631,0.536,89.5,-0.3,8,0.5,10.86,60.1,Stage 2: Drifting
632,0.102,29.6,-0.57,11,0.9,8.63,26.2,Stage 1: Stable
633,0.305,74.4,0.55,7,0.3,12.9,48.7,Stage 2: Drifting
634,0.311,52.8,0.36,11,4.0,9.55,36.6,Stage 2: Drifting
635,0.57,35.2,-0.39,13,2.3,13.83,43.4,Stage 2: Drifting
636,0.163,35.6,0.21,13,1.7,13.95,36.4,Stage 2: Drifting
637,0.1,81.8,0.04,5,2.5,10.88,39.3,Stage 2: Drifting
638,0.408,43.8,0.54,7,3.0,8.68,28.6,Stage 1: Stable
639,0.716,9.0,-0.76,16,0.4,11.2,45.6,Stage 2: Drifting
640,0.158,99.5,0.11,12,9.9,10.05,70.1,Stage 3: High Risk
641,0.091,8.6,0.13,8,0.4,10.53,19.1,Stage 1: Stable
642,0.485,87.0,0.39,11,1.1,12.52,48.7,Stage 2: Drifting
643,0.527,5.5,-0.14,10,2.6,11.27,35.9,Stage 2: Drifting
644,0.198,39.8,-0.17,8,1.5,11.5,32.7,Stage 1: Stable
645,0.046,43.3,-0.16,9,0.8,10.57,36.5,Stage 2: Drifting
646,0.12,86.0,-0.08,19,3.3,9.85,44.4,Stage 2: Drifting
647,0.463,93.2,-0.54,5,5.0,14.0,71.7,Stage 3: High Risk
648,0.66,91.5,-0.18,9,0.1,12.12,62.2,Stage 2: Drifting
649,0.062,91.0,-0.74,11,4.8,12.58,52.9,Stage 2: Drifting
650,0.04,57.8,0.0,5,0.8,12.42,31.6,Stage 1: Stable
651,0.522,76.9,-0.14,8,0.5,14.19,54.5,Stage 2: Drifting
652,0.438,20.7,-0.49,10,4.6,11.52,51.8,Stage 2: Drifting
653,0.219,80.7,-1.0,9,0.4,11.55,56.1,Stage 2: Drifting
654,0.314,23.1,0.21,10,7.6,7.76,35.3,Stage 2: Drifting
655,0.396,37.9,-0.48,15,1.1,10.19,39.7,Stage 2: Drifting
656,0.486,40.3,0.67,11,0.2,9.26,29.3,Stage 1: Stable
657,0.681,49.8,-0.13,8,4.0,11.68,56.2,Stage 2: Drifting
658,0.206,13.7,0.21,10,0.0,10.27,23.1,Stage 1: Stable
659,0.177,70.3,-1.0,17,1.0,11.35,55.3,Stage 2: Drifting
660,0.246,84.3,0.7,10,1.8,13.07,37.3,Stage 2: Drifting
661,0.065,74.9,-1.0,13,0.1,9.78,51.0,Stage 2: Drifting
662,0.454,84.3,-0.32,10,0.1,11.17,57.2,Stage 2: Drifting
663,0.21,58.0,0.32,8,0.1,9.19,29.6,Stage 1: Stable
664,0.257,37.7,0.31,10,0.6,12.46,22.2,Stage 1: Stable
665,0.229,19.2,0.56,7,0.9,7.94,17.8,Stage 1: Stable
666,0.172,79.3,0.11,11,0.1,12.04,38.3,Stage 2: Drifting
667,0.249,28.4,0.84,9,0.6,9.24,20.7,Stage 1: Stable
668,0.316,39.5,0.23,11,5.4,15.25,48.3,Stage 2: Drifting
669,0.572,48.7,0.04,16,1.3,12.59,53.2,Stage 2: Drifting
670,0.498,91.1,0.37,16,2.3,12.75,50.6,Stage 2: Drifting
671,0.175,49.8,-0.17,9,2.0,12.73,49.3,Stage 2: Drifting
672,0.346,63.7,0.01,10,0.8,9.2,44.7,Stage 2: Drifting
673,0.123,1.8,0.59,8,0.2,7.67,9.9,Stage 1: Stable
674,0.586,59.2,0.19,14,0.5,10.9,54.9,Stage 2: Drifting
675,0.061,24.5,-0.11,9,1.5,11.37,26.2,Stage 1: Stable
676,0.343,12.2,0.88,10,1.1,10.85,23.4,Stage 1: Stable
677,0.156,94.5,-0.16,12,1.3,11.88,50.0,Stage 2: Drifting
678,0.046,12.6,0.48,17,3.0,11.78,22.4,Stage 1: Stable
679,0.305,21.9,1.0,13,6.6,11.02,35.3,Stage 2: Drifting
680,0.093,46.2,-0.28,8,2.6,6.69,36.6,Stage 2: Drifting
681,0.674,5.2,-0.07,8,1.3,11.43,28.9,Stage 1: Stable
682,0.301,47.6,-0.34,7,0.5,10.27,35.9,Stage 2: Drifting
683,0.526,92.2,-0.87,10,1.6,10.18,71.3,Stage 3: High Risk
684,0.632,54.2,0.01,6,5.4,8.03,56.4,Stage 2: Drifting
685,0.202,11.3,-0.28,9,1.2,10.58,25.0,Stage 1: Stable
686,0.074,61.2,-0.87,11,5.6,8.84,51.9,Stage 2: Drifting
687,0.214,97.2,-0.05,8,1.9,12.64,47.0,Stage 2: Drifting
688,0.448,90.6,0.95,6,0.7,11.83,48.3,Stage 2: Drifting
689,0.317,81.2,0.23,8,0.1,11.11,44.8,Stage 2: Drifting
690,0.263,19.0,0.86,12,3.3,9.75,21.8,Stage 1: Stable
691,0.526,96.4,-0.07,9,0.7,10.64,56.6,Stage 2: Drifting
692,0.222,5.4,0.71,6,0.5,12.6,16.0,Stage 1: Stable
693,0.646,84.2,-0.19,5,0.4,12.3,58.3,Stage 2: Drifting
694,0.298,63.9,-0.62,6,0.6,11.98,45.9,Stage 2: Drifting
695,0.492,52.7,-0.49,7,1.3,10.24,57.3,Stage 2: Drifting
696,0.064,57.3,-0.42,16,0.9,10.07,27.2,Stage 1: Stable
697,0.555,39.6,-0.05,10,1.2,13.79,37.4,Stage 2: Drifting
698,0.514,4.2,0.07,10,0.4,13.57,34.3,Stage 1: Stable
699,0.258,85.0,-1.0,10,0.4,16.52,56.0,Stage 2: Drifting
700,0.142,60.4,0.72,6,1.5,8.08,16.3,Stage 1: Stable
701,0.711,17.5,0.02,12,0.2,10.89,42.8,Stage 2: Drifting
702,0.369,2.5,-0.84,13,0.7,8.57,36.4,Stage 2: Drifting
703,0.252,69.1,-0.95,9,2.2,11.51,47.2,Stage 2: Drifting
704,0.44,44.7,-0.6,10,0.7,14.29,39.3,Stage 2: Drifting
705,0.11,41.6,-1.0,5,2.2,6.29,31.5,Stage 1: Stable
706,0.214,21.0,-0.9,7,0.7,12.43,32.0,Stage 1: Stable
707,0.417,64.5,0.64,10,2.1,11.94,51.2,Stage 2: Drifting
708,0.374,60.4,0.7,11,0.5,8.51,29.7,Stage 1: Stable
709,0.441,36.8,-0.7,11,3.4,7.0,49.2,Stage 2: Drifting
